,textDisplay
14031,Yes he didddd
14036,I think it&#39;s true
14037,How????
14039,speed being here makes this 90% more funny
14040,NO GOERGE :(
14044,Épica colaboración de zona 24-7
14048,It&#39;s good that now there is automatic voice acting from professionals)
14054,he gonna do disney world soon
14056,Look at your SMS
14057,Man just past pewdiepie
14068,🙏❤️ salam dari indonesia
14073,My god this challenge is crazy!
14079,Mr beast when will ur international fans get a gift. Kenya is waiting even 100$ would be appreciated. Love ur show
14080,"<a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=6m45s"">6:45</a> real man bro respect"
14086,Surely that must have cost more than that
14087,You past pewds
14090,Mr beast lutfen azerbaycana gel
14097,Nhớ có Việt hóa ln ma
14098,Ur cool
14100,I want to do the store challenge<br>24 hours to spend for my family
14103,U overtook ur master PewDiePie
14104,"Hello my Friend many many Congratulations 🎊 👏 💐 <br>112 M Sub,"
14106,Jimmy please can you bring a Turkish dubbing I don&#39;t understand please
14110,Он на приколе?._.
14115,Bring beast burger to Canada
14117,I want to play any thing and win 😃
14122,@Don&#39;t read my profile picture ok
14123,DON&#39;T read my name!
14124,hes going hard after his fans $ after being caught crypto scamming his own viewers with a classic pump and dump scheme
14127,filipino fans here 🙋
14128,you&#39;ve overtaken Pewdiepie!!!
14129,Hii
14131,@YourNightmare look what he doing for people and u should know comparing with others
14132,How🤔
14133,NO WAY ISHOWSPEED IS EVEN IN THERE
14145,i love lazerbeaam ive been a bug fan of his channel
14146,He don’t wanna pick you up 🤣🤣🤣
14155,DON&#39;T read my name!!
14159,how did harry win ?
14160,plz coming to bangladesh
14169,Mrbeast come the romaina
14170,MUITAS PESSOAS PARA DESAFIAR EU QUERO ENTRAR NO DESAFIO DO MR BEAST
14181,Hello I came back to say why some videos are brazilian?
14182,Where&#39;s Gary&#39;s sister?
14187,Happy🎉
14190,@YourNightmare no harm in trying
14197,Hello Guys !
14198,HARRY IS BUILT DIFFERENT LADS!
14199,ابني كل يوم يتابع قناتكم في كل وقت ❤❤
14202,"@YourNightmare No, Hes Quite Real Atleast"
14204,Goerge is probably crying right now.
14205,Если не уйдёш с   акаунта  ютуба или не жульничей
14216,Would you pay my tution fees
14221,i wanna be in minecraft videos pleas and who won get pc gamming
14225,He isn’t though
14227,اتمنى ان افوز بشيء
14228,ben türkiyeden izliyorum
14231,He don’t want you
14235,ياجيبو ان تاتاكلم بل ينقليزيا
14240,@YourNightmare On Soul he bumming
14249,Yes My man bro yes ❤️❤️❤️❤️
14250,Merhaba bu kadar paralar harcaniyor ve ben sizin ulkenizde değilim yarışmalara katılmak için bana 5000 $ gonderseniz sevinirim. Kendi işimi kurmak ve kendi ayaklarımın üzerinde kalmak için.
14255,"Wow speed is your videos <a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=0m30s"">0:30</a>"
14256,Yes. Harry the goat
14269,DON&#39;T read my name! 😂
14291,Subscribed 👍🏻
14295,Why is your hoodie so expensive
14297,I wanted George to win because he is my favorite of them all
14298,Good
14301,NO GEORGE LOSE
14306,DON&#39;T read my name!!
14315,I lost
14319,You scam fukra insan
14320,speed bouta tackle down mrbeast:
14333,39
14343,30
14349,24
14353,20
14357,16
14358,13
14359,12
14373,NO WAY SPEED!
14374,I meant Happy*
14375,اتمني ان اشارك معك في مره
14376,bring to usa pls and make me famous! your awesome
14386,Turkish translation please
14388,please help
14389,Bruh  I don&#39;t have a dog
14428,Mr beast
14443,I’m sad speed got out fast because he’s the funniest 😂
14452,What is your DISCORD account
14463,DON&#39;T read my name!!
14476,No Sadie
14487,Done .Where my price?
14495,DON&#39;T read my name!
14500,افضل مستر بيست🤍🤍
14504,أدام الله عليكم النعم. لكن من الأجدر ان تنفقو الأموال لاسعاد المحتاجين. سترتفع مشاهداتكم و الأجمل انكم افرحتم قلوب تناضل لتعيش.
14506,Why do they want that
14508,Mrbeast you beat pewdiepwe
14518,Are you serious right neow bruh
14520,i am so happy harry won it
14521,Congrats on beating pewdiepie
14525,Speed is gonna win<br><br>Edit:<br>He didn’t
14528,روعه مستر بيست
14529,Rip George
14535,Donate me some dollars mr .beast I am very poor
14540,lol
14541,Bro come to turkey:)
14544,DON&#39;T read my name!
14556,DON&#39;T read my name!
14560,Hello Mr. Beast Namaste
14567,tutto ok?
14568,tutto ok?
14569,tutto ok?
14570,tutto ok?
14571,tutto ok?
14572,tutto ok?
14573,tutto ok?
14574,tutto ok?
14575,tutto ok?
14576,tutto ok?
14577,tutto ok?
14578,tutto ok?
14579,tutto ok?
14580,tutto ok?
14581,tutto ok?
14582,tutto ok?
14584,@Mr Beast
14595,DON&#39;T read my name!
14596,You know that&#39;s a scam right?
14598,@غدير محمد terrorist
14599,la alih ala allah
14601,Bro speed gotta be joking💀💀💀
14602,استمر يا بطل
14608,la alih ala allah
14609,DON&#39;T read my name! 😂😂
14612,la alih ala allah
14613,Why haven’t u deleted ur yt channel
14614,Pest please make me happy
14623,Goat 🔥🔥🔥🔥💯
14628,APAKAH ADA ORANG INDONESIA DI CHANNEL INI
14629,You&#39;re inspiring
14630,"Sir, when will you come to India?  To do such a show?"
14631,Chào anh Jimmy
14643,"it only changed to Harry at <a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=14m05s"">14:05</a>! MrBeast editor lacking xD"
14646,Speed muy good
14647,Блин я из России но почему оно на русском
14648,Мистр  бист
14652,I am happy for harry
14654,Real reality show
14655,Reality show
14656,Bro I want ur member ship but I don&#39;t have money to join plz help
14661,DON&#39;T read my name! :D
14663,46m only  in 4 days 🤯☠️📿
14666,i subbed to all channels where is my cookie 🍪
14675,How about using your money in a more long term productive way instead of giveaways if you really want to help people!
14676,Congratulations passing PewDiePie!!!!!🎉🎉🎉🎉🎉
14686,Honestly thought the NDL was gonna clutch a win here 😔
14697,I can&#39;t believe how much Harry&#39;s brother has grown. He used to get bullied by Harry all the time in their older videos.
14699,"Anniston, AL?"
14700,DON&#39;T read my name! 😂😂
14702,la alih ala allah
14704,he passed! pewdiepie!
14712,make Turkish videos again
14715,DON&#39;T read my name!!
14717,la alih ala allah
14720,When cal is harry😂
14721,Where&#39;s his sister?
14722,"I wish, I want to meet you my brother ❤"
14723,"I wish, I want to meet you my brother ❤"
14724,Everything you see is a representation that has been prepared in advance and paid in advance
14725,"I wish, I want to meet you my brother ❤"
14726,"I wish, I want to meet you my brother ❤"
14727,"I wish, I want to meet you my brother ❤"
14728,"I wish, I want to meet you my brother ❤"
14729,"I wish, I want to meet you my brother ❤"
14730,"I wish, I want to meet you my brother ❤"
14732,"I wish, I want to meet you my brother ❤"
14736,Mr best favourite
14741,Mr. beast unlimited money
14742,😀😀😁😁😍😍👍👍Contact us.
14755,Mr. Beast en español👻
14760,почему на основном канале русский перевод?
14763,Good one.
14768,Your*
14772,DON&#39;T read my name! 😂😂
14774,Your totally awsome lol
14776,Ah yes classic Mr beast
14778,La vos de Mr está rara
14783,U beat pewdiepie
14784,ITS ABOUT DRIVE ITS ABOUT POWER😎😎🔥🔥
14789,DON&#39;T read my name! 😂
14806,I&#39;m the 74k comment
14809,"He passed pewdiepie, now he needs to pass cocomelon."
14814,haha
14815,Hello
14817,Your videos are AMAZING👏🏻👏🏻👏🏻👏🏻
14823,Hellow guys
14825,Congratulations on passing pewdipie
14833,Mr beast scammed fukra insaan
14834,I WANT TO PLAY IN YOUR GAMES . HAHA
14838,W harry
14845,Difficulty thai people
14848,Que mal doblaje🫠 extrañamos el anterior
14850,Mr beast you should get together with lee from the Asher house and help him at his new sanctuary. Help him build it up because you make amazing things happen.
14851,When did you come to Thailand?
14855,Mr.Beast plz colab with Mr. Random he is such a great Indian person ☺️☺️
14856,You&#39;re indeed Mr beast
14858,"Sir,love and respect from Bangladesh 🇧🇩💙"
14869,GRANDE MR BEAST
14873,"@Juan Escutia que excusa de mierda, la persona no hace al actor,  el es buen actor de doblaje, su voz le quedaba perfecta, sin menospreciar al que lo doblo aquí, pero no tiene la misma emoción"
14882,la alih ala allah
14890,yes voice xd
14901,DON&#39;T read my name! 😂😂
14917,When you coming to Jamaica 🇯🇲 mr beast
14923,speed i had falf in you niiiiiiiiii ce friend
14925,Почему это видео на русском языке?
14927,Qué pasó con el doblaje?
14930,اللهم أرزقني رزقاً حلال لإسعاد والدي وأطفالي أمين يارب العالمين
14937,2050: last to take hand off the USA keeps it
14938,"Мистер бист лучший, привет из России)"
14940,Ishowspeed ain’t no joke
14941,Speed:where&#39;s the date where&#39;s the date<br>Jimmy:THATS YOU 5 SECONDS AGO
14942,اللهم صل على محمد وال محمد الطيبين الطاهرين وصحبه اجمعين
14945,I have never been more happy In my life
14951,Ishowspeed better win
14952,Awesome..come to Jamaica with a challenge
14956,NIKO AND CHUNKZ? YESSS
14959,mr beast must have watched hands on hardbody
14967,speeed uba uba bombom
14972,اضافة اللغة العربيه خطوة جداً ممتازة يا بيس 🫰🏻
14978,Respekt man✅🔥🙂
14981,Hi mr beast want meet u South Carolina Columbia
14985,Me das Diney soy tu subcribtor
14987,I want to join your gaming challange
14988,Congrats on beating pewdiepie!!!!!
14990,F u Mr beast u really don’t car about poor
14992,"You were close, but close isn’t enough. Bro me beast is a menace😅😅😅"
14995,DON&#39;T read my name! 😂
15000,Nooooo quitó la mano jjjj
15004,Wheres the date 😂😂
15006,Hello pls shout out me pls🥺
15010,how many indian see their videos ?
15013,You&#39;re going to brazil
15027,He did speed dirty
15035,SO COOOL!!!!!!
15041,هل يمكنك مساعدتى
15045,This man sheeets out money
15048,Congrats for beating pewdiepie
15051,He is somali
15059,Mr Beast has topped pewdiepie this is a moment I will never forget
15066,مرحبا مستر بيست<br>انا احد محبينك محتاج مبلغ مال<br>لشراء سياره 50الف دولار
15067,felt so bad for George
15071,Congratulations passing pewdiepie
15072,Poor speedy
15073,Come to Indonesia
15091,How are you going to offset carbon emissions? Makes no sense
15092,U r the goat
15098,"Your channel has very good content, very funny, but how did I end up here? and second? Why should I subscribe to your channel? Do I get any benefit for doing it?"
15104,DON&#39;T read my name! :D
15107,Noooo george
15117,DON&#39;T read my name! 😂
15119,la alih ala allah
15120,la alih ala allah
15122,Speeed
15123,Hello msbeast
15125,Hello
15134,Harry the 🐐
15139,your voice in Latin Spanish is weird
15142,la alih ala allah
15143,Đó là tiếng Việt đi Nói tiếng Anh ai hiểu
15146,Mr beast has surpassed pewdiepie!!
15149,DON&#39;T read my name! 😂
15150,You beat pewdipie Mrbeast
15152,يارب افوز عندك بأكبر جائزه في هذه القناه<br>عندها سوف اري الله ماذا سأفعل بها
15156,la alih ala allah
15159,How did he get ishowspeed
15162,Спасибо за понимание
15166,DON&#39;T read my name! 😂
15180,Очень при очень
15181,DON&#39;T read my name!!
15182,Мистер бист я хочу попасть на твой канал
15185,Ese no es rodo bandera de zona 247
15190,DON&#39;T read my name! :D
15195,He passed pewdiepie
15198,only 45m? def a flop
15199,love all your videos Mr.Beast!
15201,DON&#39;T read my name! 😂
15204,DON&#39;T read my name!!
15205,Man he burried speed badly😂😂
15217,Mrbest I love you man
15220,احتتاج الي نقود من فضلك
15224,Make some more chocolate with corn in it
15227,Yoo i do
15230,YOU PASTED PEWDIPIE
15234,Ishowspeed?!!!! HOW!!??
15236,I&#39;m subed to all
15237,gg mrbeast 112m
15241,Fun until speed leave 😢
15243,Mrbeast 2030: Last to take their hands off wins america
15247,la alih ala allah
15248,I&#39;m here for speed
15250,i bet mr.beast isn&#39;t gonna respond
15252,DON&#39;T read my name!!
15253,@Muscleman8562 lol what
15255,gaming channel bruh they be snappin
15263,لا اعلم ان كان احد سوف يقرأ تعليقي لكن انا اقترح لك ان تجمع المشتركين في مسابقاتكم هم من ضمن المشتركين في قناتك وسوف يكون لك مشتركين واكثر وفرصه لنا اللقاء بك حتى وان كانت واحد بالمليون 😅تحياتي
15264,DON&#39;T read my name!
15268,ok
15271,No
15272,No
15276,mr baest si bad i hat himm imhe jsosj fbsd jand scsfmed meh for vbucknmcmvudsoe card 💳 mr babest us scammmer 😮😢😡😡🥺🥺😭😭😭😭😭😭😭👎👎👎👎👆👆🖕🖕💔🖤🖤 @No
15279,And I’ll sub to you
15281,Come build me a house on my reserve since chief and council won’t. 😢😢😢
15283,why you never take Haitian
15285,"When is the &#39;I recreated the twin towers in real life, and these 500 people are going to survive!&#39;"
15287,GEORGE ❤️❤️❤️
15290,اريد منك مساعدة أنا فقير اريد فقط 100دولارحتى اسدد ديوني
15299,You are very good man❤❤
15301,No speed ain’t no way
15303,"<a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=13m15s"">13:15</a> editing mistake😊"
15306,Chandler wouldve lost before i clicked play
15314,"The ppl here were awesome, hope u do more vids with them"
15317,NOO SPEED LOST SO FAST
15322,Harry the goat
15325,NOOO SPEED
15329,ISHOWSPEED haha
15334,i am so sorry i Was late
15336,It&#39;s so cool that you had a collab with I show speed
15339,Porque as muerto
15340,Shout jj
15341,Shout jj
15342,Shout jj
15343,Shout jj
15345,Shout jj
15346,Are You Serious Right Neow Bro😐
15347,Shout jj
15349,اتابعكم باستمرار انتم اكثر من رائعين <br>اتمنى ان اكون اول عربي من اليمن يلبي دعوتك 😍❤🤑
15351,I&#39;ve had your feastable bars they&#39;re actually really good and also had your cookies THEY ARE THE BEST COOKIES EVER
15352,Nooo Speed
15368,No cap
15369,I kan do that for a day
15370,Wow ok thats cool
15371,Good jod geting 112M
15373,Oh my God speed
15374,DON&#39;T read my name!!
15376,"Yo quiero participar , soy de Colombia"
15377,Mrbeast you past your king and your king
15378,Adublagem do Speed tá MT boa
15380,Brosky passed pewdipie
15382,Why is your thing in a different language but English
15388,la alih ala allah
15398,oh my goodness ISHOWSPEED 🤣🤣🤣
15400,DON&#39;T read my name!!!
15401,"aburrido, te creo cuando yo participe en uno de tus videos bro <a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>"
15406,You&#39;re the best
15408,Invite climate activist lol
15410,Ishowspeed literally became a villan during this
15413,DON&#39;T read my name! 😂😂
15418,Yall should come to Toronto and do your thing!
15420,Speeed
15426,Hello
15427,Why let famous people prizes...Pick poor or normal people
15428,I want to participate in your challenges but I&#39;m Brazilian and I don&#39;t know much English (I&#39;m using a translator)
15432,DON&#39;T read my name! 😂
15434,W Harry
15436,my name is fellipe i&#39;m brazilian i don&#39;t know how to speak english but i&#39;m using the translator 👍
15442,Bro I wanna speed to win😢
15443,DON&#39;T read my name! :D
15445,Do more videos with speed
15447,Do last to take their hand off the island wins it
15450,Nooo speed
15453,Preferiría comprarlo que participar en una competencia porque soy pésimo en eso
15455,Stir beast. Why do you troll George so bad he could’ve gave it to Sapnap.
15457,Поздравляю 112 миллион подписчиков братан.
15463,Wow I want this match
15470,bro speed was barking already
15478,Dale niko
15480,Abi bana PlayStation 5 al
15482,Bruh look at ishowspeed he&#39;s screaming
15487,HELLO
15488,Doubt winner keeps jet they ain&#39;t gonna do no carbon emissions
15499,NDL will make you pay for this !!
15503,Noooo que triste
15506,Ура новое видео
15513,"Bros Wildin, You have my Respect Mr. Beast"
15514,"ПРИВЕТ Я ПАРЕНЬ ИЗ ТАДЖИКИСТАНА И ЖЕЛАЮ ВСЕМ ЗДОРОВЬЯ И СЧАСТЬЯ УСПЕХОВ ВО ВСЕХ ДЕЛАХ МОЙ ЖЕЛАНИЙ В ЭТОМ ГОДУ ЧТОБЫ ВО ВСЁМ МИРЕ БЫЛО СПОКОЙСТВИЕ И ПРОЦВЕТАНИЯ ЧТОБЫ НЕ БЫЛО ВОЙНИ В ЧТО-БЫ КАЖДОМ СЕМЬИ БЫЛО СЧАСТЬЯ, РАДОСТИ, ЗДОРОВЬЯ И ВСЕГО САМОГО НАИЛУЧШЕГО ВСЕМ БОЛЬНЫМ ЗДОРОВЬЯ В ПОИСКАХ СЧАСТЬЯ ПОЛОВИНКЕ БЫЛО УДАЧИ ВСЕМ БЕЗДОЛГИ, СТРЕМЛЕНИЕ НА МЕЧТУ И ЛЮБВИ ВСЕМ МЕСТЕ СКАЖИМ АМИН АМИН АМИН"
15517,هل يمكنني مشاركة في اي مسابقة ?
15520,How did Harry take his jumper off and get it back on without lifting his hand up??? 🤔🤔🤔
15526,no u
15527,DON&#39;T read my name! 😂
15528,noooo velocidad :cc
15531,Lmao ishoespeed shoe speed lol
15533,Why is it all men though
15535,Let’s gooo Harry!! 🎉🎉
15538,la alih ala allah
15539,The only voice speed has is ROOF ROOF ROOF
15540,DON&#39;T read my name! 😂😂
15544,نسال الله العفو والعافيه في الدنيا والاخره منشور تافه يصير الى الملايين
15547,No offense to all those other Youtubers but… Go I show speed!
15548,He got back the money he spent on fifa points
15550,Hello
15552,😀😀😁😁😍😍👍👍More offers to you.
15554,Pls translate turkish
15565,DON&#39;T read my name! 😂😂
15574,DON&#39;T read my name! 😂😂
15577,Я надеялся на спида потому что ролик был бы интереснее
15580,Right after I said speed would win he lost
15584,It&#39;s in english
15588,All the GTA races Harry has lost has made up for this moment. Hope your siblings appreciate the money you gave them. Give some to your poor mother too Harry
15589,Child you aren&#39;t gonna randomly get 5k
15592,Harry😂
15593,&quot;show me the date&quot;😭😭😭😭
15594,Jimmy in 2028:<br><br><b>LAST TO TAKE THEIR HAND OFF THE WHITE HOUSE IS THE PRESIDENT</b>
15598,Dostum bana yardım etmelisin
15600,Oi
15602,Otra vez cambiaomron el doblaje? Que mierda
15605,"or hello Please, he doesn&#39;t want much from you, we just want the man who translated Turkish back uz It&#39;s very enjoyable to watch in Turkish dubbing, please, he wants Turkish dubbing to watch, please I&#39;m grateful to you"
15611,help help
15614,POOR SPEED 😭😭
15620,самое смешное видео 😂😂😂
15621,DON&#39;T read my name!
15622,la alih ala allah
15623,"@TGames thanks, already subscribed"
15625,Bro how
15627,This was amazing. I watched Niko before Jimmy and Niko really sets the scene for this vid
15628,He’s done it he’s overtook PewDiePie
15632,Jajaja no puedes
15642,I bet you any challenge i can win.even online
15645,Mr beast ypu passed pewdipie…
15647,No girls?
15658,Gg beast
15670,Let us in you&#39;re videp
15675,Am I the only one that has the audio in different languages
15678,DON&#39;T read my name!!!
15679,İshow speeeed
15681,у тебя тоже видео на русском?
15683,Finally he beat pewdiepie
15687,"Меня смущает, что на канале с русской озвучкой все комменты на анличанском"
15689,Kiero participar
15690,Kiero comunicarme con esa jente del canal
15692,اتمنى منك 100دولار حقق امنياتي
15705,YESSSS HARRY 🐐
15707,subscribed
15710,DON&#39;T read my name!!
15713,DON&#39;T read my name!!!
15714,la alih ala allah
15715,Speed: where is the date 😂
15719,Pless help my
15721,Mr beast past piediepie
15727,Congratulations for 112 million
15728,"Gg for 112mil, u passed pewdiepie"
15729,مستر بيست المحتوى جداً رائع فيديوهاتك مريحه جميله
15732,Congratulations you passed pewdiepie
15737,Qué pasó con el otro doblaje de Mr. Beast 😢😭😭
15738,Türkihiş hello
15739,Why don&#39;t you take any indian in your challenges.
15744,Il ya que moi qui l&#39;entend en francais 😳
15747,Yo he passed pewdiepie
15752,@Don&#39;t read my profile picture Ok bot
15753,DON&#39;T read my name!
15754,congratulations on 112 million mrbeast
15758,И я хочу
15760,Ishowspeed ofc with the barking💀
15761,Let me be in one of your videos i am from South Africa
15764,DON&#39;T read my name!!
15775,Ты заморочился и даже куча языковых дорожек)) я в шоке )) я такое первый раз вижу - слышу на ютубе 😅😅😅
15777,Petunia Nova Scotia Rusky in between your son Oscar
15778,44 million 🐑🐑🐑
15782,Nooooo speed why
15783,Anjaaay dubbing indooo😂
15787,Hola soy de ecuador
15789,speed barking
15793,w for Harry
15795,Hello my in spanish
15799,Porfabor kiero participar en eso juego nesecito 5mil dolares pliz
15800,Please Come india.. 🇮🇳
15801,Congratulations Mr Beast 🙏🏻🇲🇽
15810,"Is it true what you do with this money 🤨, if I want 40 thousand dollars 😂😂"
15819,You saw her heart is so good and truly
15822,I am accepted any challenge then you give me money
15829,а разве осртров не был дороже?
15830,ask a kenyan guy to be in one of your videos
15832,NIKO AND CHUNKZ AYEE
15833,There&#39;s ishowspeed lucky
15848,bro please turkish dubbing in videos
15849,"How about opening your burger place in Istanbul, Turkey?"
15853,Neend sam money plzzzzzzzz help me bro plzzz 🙏
15854,You&#39;re the best utuber
15861,Speed “where’s the date”😂😂😂
15867,Why is it a different laungage
15868,Best challenge ever 🙂
15870,put these YouTubers in more of your videos
15873,I am Yemeni I love watching your videos but are your prizes and money real?
15874,My grandson Trent (8) gets so excited with your videos. He talks about how generous and kind you are. Thank you.
15877,"Yay let&#39;s give millionaires more money , because . Greed"
15879,Giveaways some money
15881,"HELLO<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>"
15882,I watch your videos every day each one you upload on mrbest in Spanish and now I&#39;m watching them on mrbest
15885,NO SPEEEEDDD
15887,chunkzzzzz 😂😂😂😂😂 my guy
15888,la alih ala allah
15889,MRBEAST WENT BAST PEWDIEPIE
15891,Up orang indo♥️
15896,I&#39;m going to eat a quesadia
15901,So happy for Harry❤️❤️
15903,Brooo u good?
15908,Laser being is my cousin
15910,This man pulled a Gordon Ramsay at the end💀
15914,Subscribed and turned on notifications:)
15916,Oh hi George!
15918,"haha SPEEDDDDD<a href=""about:invalid#zCSafez""></a>"
15924,HE PASSED PEWDIEPIE !!!! CONGRATS BEAST 👑
15925,Its funny how harry got more happy when he packed Messi than 2.5 million dollars
15929,Mr Beast vous manipul
15933,Oi mrbeast eu sou muinto seu fã eu sou do Brasil eu te amo 🇧🇷♥️
15936,MrBeast do you know Russian?
15945,Congratulations Mrbeast you&#39;ve passed PewDiePie 🥳 🤘
15947,Пр мистер бист
15949,damn beast past pewdiepie
15956,Mr beats is only 2 months younger than and changing lives respect and subscribe to him cause if I get to his level I will do the same happily. This man is truly amazing
15959,Glad Harry won
15962,I see your all videos before i follow your account all here and Facebook love you bro Jimmy great Jimmy
15964,vic lost because the challenge was &quot;take your HAND off&quot; - because he was still touching it with his arm when his hand lifted...
15965,And I am your biggest fans 😉😉🙂🙂😉 7
15968,good
15970,احبوك أنا من العراق اعطيني نقود
15979,The audio tract + Hindi available
15989,Aha Türk buldum
15998,Your videos are the best
16003,Harry went further than I thought
16007,Бля мне кажется что у него денег больше чем у Байдена
16008,already subbed
16009,R.i.p Mr beast
16010,Sorry man
16012,no enntender
16028,Я БУДУ ПИСАТЬ ПО ВСЕМ ВИДЕОРОЛИКАМ МР БИСТ ПРИЕЗЖАЙ В ДАГЕСТАН РОЛИК-1
16030,dude you past pewde pie
16031,Chandler is vaping I am seeing I been watching all videos
16034,Aha Türk buldum
16038,можна канал де бкде по Українськи
16040,I am sad because speed got eliminated quickly
16042,Aha Türk buldum
16044,إن الله وملائكته يصلون على النبي يا أيها الذين آمنوا صلوا عليه وسلموا تسليما
16062,George is gorgeous
16067,Dünyada en iyi adamsin MR.BEAST
16070,Hello Beast
16071,Yelon yelon yelon to leon you yelon thing
16073,I would definitely love to be in a Mr beast challenge
16094,MR BEAST WE NEED FOR SPEED VIDS💀
16105,"&quot;George, you were this close! But close doesn&#39;t matter! :) &quot;"
16114,Sir im form Bangladesh your Biggest fans..  ❤️❤️❤️ please  help me.... 😔😔
16116,Mr Beast beat PewDiePie.. yes🎉🎉
16117,"More expensive, isn&#39;t more entertaining."
16119,Congratulations
16121,al do any thing
16123,Speeeed come on now
16125,Parabéns man Deus te abençoe Jesus te ama
16127,Harry main channel vids incoming
16128,Мистер бист давай прятки на футбольном поле за 2500000 миллионов рублей и мне 25 лет в Москве и меня тоже пригласи улица молодёжная дом 3 деревня старый Иштеряк
16134,Only watched for speed but then he got kicked out😢
16136,Mr beast pls come on french
16138,Wsh !!!! Il y&#39;avait IshowSpeed 😅😱😔
16139,Too hard
16140,Speed? R u serious right now
16141,я 1 тут русский как думаете?
16148,I was so happy to see that barking guy go out early.  What an obnoxious person.
16149,Ураааааааа Мистер Бист я хочу попасть на ваш ролик
16151,Please bring me money
16152,This is gonna be sooo good lol
16153,I am a huge fan
16157,@Sul Sayid I mean why are you going through the comments? 😅
16160,la alih ala allah
16161,Hello
16163,"Good idea, giving away a vehicle that will ruin our climate even more😂😅😀🙂😕🙁☹️😠"
16164,im mega fan
16183,I&#39;ll leave when speed lose 😉
16185,speed is such a weird fucking person.
16186,😂😂😂😂😂😂😂😂😂Buy hies Murch he spent all his money on this channel😂😂😂😂😂😂😂
16197,"<a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=13m15s"">13:15</a> Ain&#39;t no way they put Callux&#39;s face and name instead of Harry&#39;s 💀"
16198,Chale ese doblaje no me gustó B&#39;v
16200,أتمنا ان أربح في يوم من الأيام
16205,Mong sắp tới có lòng tiếng việt
16207,Ehhwhwhhdhshhahahaha Mr Beast Mr Beast saadaq waaye
16209,Don&#39;t need your money I have a story you won&#39;t believe
16211,I&#39;m from Bangladesh.🥰🥰🥰
16213,"callux??? <a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=13m14s"">13:14</a>"
16215,How many people see this comment? Please do a button for my father to make me happy with it 🙏💞
16218,I am from Pakistan I am your fan I wish to meet you
16227,Sir mujhe English nahin Aati.<br>I don&#39;t know English.
16231,Mr beast never help Indian people...🤧
16235,Harry he&#39;s best
16241,quem ai quer um jatinho branco? 😏😏
16242,He is so handsome:)
16243,Lol
16244,harry winning this is great and such a meme aswell
16245,he is taking last to take off hand memes to the next level
16246,"Beast, why don&#39;t you do Turkish translation anymore?"
16248,How u gonna help ?
16250,Do a 24 hours raft challenge
16251,That&#39;s the biggest prank I&#39;ve ever seen🤣🤣
16253,Melhor canal do mundo
16255,Hello
16256,My name is gurvinder and I am from India I am very poor boy and I want to do business but I don&#39;t have money to do business and I don&#39;t have enough money to do business i saw you helping so many people i thought you could help me
16259,want you to come to Thailand🇹🇭
16263,Artık Dünyanın En Fazla Aboneye Sahip İnsanısın Helal Be Beklemezdim.<br>❤❤❤
16269,Nah bruh ishowspeed emote real!!!
16275,la alih ala allah
16277,I only came here cuz I say ishowspeed
16278,PLS bring Speed more
16291,"Не понимаю почему русские перестали смотреть биста, если он перестал вести RU канал, то он ведь тут выпускает русскую озвучку... Странные люди, но я рад что ты Мистер Бист не забыл про нас и не стал та кпоступать! :)"
16292,Am so upset what happened to chunkz
16296,Visit nepal
16315,Pewdiepie&#39;ı geçtin bravo
16317,That’s a great wish
16318,muhttişsi mr beast
16326,"Nuevo seguidor, no pasará nada."
